locationjob,location,job,gd_salary,indeed_salary,ps_salary,city,state,vote,v_gd_salary,v_indeed_salary,v_ps_salary,avg_salary,remove_or_not,Region
chicago illinoissenior engineer,chicago illinois,senior engineer,239617,193672,190000,CHICAGO ,Illinois,20,4792340,3873440,3800000,207763,no,Midwest
minneapolis minnesotasenior engineer,minneapolis minnesota,senior engineer,239489,196100,237500,MINNEAPOLIS ,Minnesota,10,2394890,1961000,2375000,224363,no,Midwest
redwood city californiasenior engineer,redwood city california,senior engineer,238995,210020,235000,REDWOOD CITY ,California,55,13144725,11551100,12925000,228005,no,West
detroit michiganchief operating officer,detroit michigan,chief operating officer,238883,175817,193000,DETROIT ,Michigan,16,3822128,2813072,3088000,202566.6667,no,Midwest
san mateo californiasenior engineer,san mateo california,senior engineer,238773,232155,178800,SAN MATEO ,California,55,13132515,12768525,9834000,216576,no,West
pittsburgh pennsylvaniasenior engineer,pittsburgh pennsylvania,senior engineer,238163,223624,153631,PITTSBURGH ,Pennsylvania,20,4763260,4472480,3072620,205139.3333,no,North East
denver coloradochief operating officer,denver colorado,chief operating officer,238130,181505,217000,DENVER ,Colorado,9,2143170,1633545,1953000,212211.6667,no,West
nashville tennesseesenior engineer,nashville tennessee,senior engineer,238114,156925,167500,NASHVILLE ,Tennessee,11,2619254,1726175,1842500,187513,no,South
san francisco californiasenior engineer,san francisco california,senior engineer,236678,215092,205514,SAN FRANCISCO ,California,55,13017290,11830060,11303270,219094.6667,no,West
palo alto californiachief technology officer,palo alto california,chief technology officer,236525,117017,203473,PALO ALTO ,California,55,13008875,6435935,11191015,185671.6667,no,West
boise idahosenior engineer,boise idaho,senior engineer,236315,115146,165000,BOISE ,Idaho,4,945260,460584,660000,172153.6667,no,West
tucson arizonasenior engineer,tucson arizona,senior engineer,235623,161456,119219,TUCSON ,Arizona,11,2591853,1776016,1311409,172099.3333,no,West
redwood city californiachief technology officer,redwood city california,chief technology officer,234537,204197,225421,REDWOOD CITY ,California,55,12899535,11230835,12398155,221385,no,West
las vegas nevadasenior engineer,las vegas nevada,senior engineer,234336,183334,156349,LAS VEGAS ,Nevada,6,1406016,1100004,938094,191339.6667,no,West
columbia south carolinasenior engineer,columbia south carolina,senior engineer,233463,151395,101736,COLUMBIA ,South Carolina,9,2101167,1362555,915624,162198,no,South
santa clara californiasenior engineer,santa clara california,senior engineer,232944,186787,167388,SANTA CLARA ,California,55,12811920,10273285,9206340,195706.3333,no,West
los angeles californiasenior engineer,los angeles california,senior engineer,232937,190000,252000,LOS ANGELES ,California,55,12811535,10450000,13860000,224979,no,West
reno nevadasenior engineer,reno nevada,senior engineer,231944,132319,121847,RENO ,Nevada,6,1391664,793914,731082,162036.6667,no,West
tampa floridasenior engineer,tampa florida,senior engineer,231896,172519,175000,TAMPA ,Florida,29,6724984,5003051,5075000,193138.3333,no,South
provo utahsenior engineer,provo utah,senior engineer,231869,98904,160000,PROVO ,Utah,6,1391214,593424,960000,163591,no,West
san mateo californiachief technology officer,san mateo california,chief technology officer,231813,255928,255000,SAN MATEO ,California,55,12749715,14076040,14025000,247580.3333,no,West
san jose californiasenior engineer,san jose california,senior engineer,231476,211523,162806,SAN JOSE ,California,55,12731180,11633765,8954330,201935,no,West
santa clara californiachief technology officer,santa clara california,chief technology officer,231390,232007,239662,SANTA CLARA ,California,55,12726450,12760385,13181410,234353,no,West
albuquerque new mexicosenior engineer,albuquerque new mexico,senior engineer,230930,144767,138520,ALBUQUERQUE ,New Mexico,5,1154650,723835,692600,171405.6667,no,West
denver coloradosenior engineer,denver colorado,senior engineer,230858,173241,177951,DENVER ,Colorado,9,2077722,1559169,1601559,194016.6667,no,West
boston massachusettssenior engineer,boston massachusetts,senior engineer,230794,179998,226582,BOSTON ,Massachusetts,11,2538734,1979978,2492402,212458,no,North East
west palm beach floridasenior engineer,west palm beach florida,senior engineer,230669,201929,103000,WEST PALM BEACH ,Florida,29,6689401,5855941,2987000,178532.6667,no,South
tulsa oklahomasenior engineer,tulsa oklahoma,senior engineer,230652,111396,149952,TULSA ,Oklahoma,7,1614564,779772,1049664,164000,no,South
chandler arizonasenior engineer,chandler arizona,senior engineer,230599,121396,117916,CHANDLER ,Arizona,11,2536589,1335356,1297076,156637,no,West
milwaukee wisconsinsenior engineer,milwaukee wisconsin,senior engineer,230455,143077,180606,MILWAUKEE ,Wisconsin,10,2304550,1430770,1806060,184712.6667,no,Midwest
palo alto californiachief operating officer,palo alto california,chief operating officer,230256,126843,335035,PALO ALTO ,California,55,12664080,6976365,18426925,230711.3333,no,West
greenville south carolinasenior engineer,greenville south carolina,senior engineer,230019,167634,145000,GREENVILLE ,South Carolina,9,2070171,1508706,1305000,180884.3333,no,South
seattle washingtonchief operating officer,seattle washington,chief operating officer,229752,230468,253076,SEATTLE ,Washington,12,2757024,2765616,3036912,237765.3333,no,West
austin texaschief operating officer,austin texas,chief operating officer,229714,208020,277743,AUSTIN ,Texas,38,8729132,7904760,10554234,238492.3333,no,South
tempe arizonasenior engineer,tempe arizona,senior engineer,229602,157456,174086,TEMPE ,Arizona,11,2525622,1732016,1914946,187048,no,West
charlotte north carolinasenior engineer,charlotte north carolina,senior engineer,229458,158663,193778,CHARLOTTE ,North Carolina,15,3441870,2379945,2906670,193966.3333,no,South
phoenix arizonasenior engineer,phoenix arizona,senior engineer,229098,151228,185000,PHOENIX ,Arizona,11,2520078,1663508,2035000,188442,no,West
huntsville alabamachief technology officer,huntsville alabama,chief technology officer,229008,122217,141156,HUNTSVILLE ,Alabama,9,2061072,1099953,1270404,164127,no,South
cleveland ohiosenior engineer,cleveland ohio,senior engineer,228736,172995,200000,CLEVELAND ,Ohio,18,4117248,3113910,3600000,200577,no,Midwest
nashville tennesseedirector of engineering,nashville tennessee,director of engineering,227669,192611,145727,NASHVILLE ,Tennessee,11,2504359,2118721,1602997,188669,no,South
greensboro north carolinasenior engineer,greensboro north carolina,senior engineer,227656,181214,180000,GREENSBORO ,North Carolina,15,3414840,2718210,2700000,196290,no,South
ann arbor michiganchief operating officer,ann arbor michigan,chief operating officer,227463,103495,218590,ANN ARBOR ,Michigan,16,3639408,1655920,3497440,183182.6667,no,Midwest
baton rouge louisianasenior engineer,baton rouge louisiana,senior engineer,226846,106886,179861,BATON ROUGE ,Louisiana,8,1814768,855088,1438888,171197.6667,no,South
raleigh north carolinachief technology officer,raleigh north carolina,chief technology officer,226745,199514,157172,RALEIGH ,North Carolina,15,3401175,2992710,2357580,194477,no,South
memphis tennesseesenior engineer,memphis tennessee,senior engineer,226668,174794,195281,MEMPHIS ,Tennessee,11,2493348,1922734,2148091,198914.3333,no,South
kansas city missourisenior engineer,kansas city missouri,senior engineer,226343,210624,155000,KANSAS CITY ,Missouri,10,2263430,2106240,1550000,197322.3333,no,Midwest
norfolk virginiasenior engineer,norfolk virginia,senior engineer,226222,110318,119500,NORFOLK ,Virginia,13,2940886,1434134,1553500,152013.3333,no,South
providence rhode islandsenior engineer,providence rhode island,senior engineer,226141,144399,180989,PROVIDENCE ,Rhode Island,4,904564,577596,723956,183843,no,North East
madison wisconsinsenior engineer,madison wisconsin,senior engineer,226129,126868,114591,MADISON ,Wisconsin,10,2261290,1268680,1145910,155862.6667,no,Midwest
phoenix arizonachief operating officer,phoenix arizona,chief operating officer,225836,118668,300000,PHOENIX ,Arizona,11,2484196,1305348,3300000,214834.6667,no,West
austin texassenior engineer,austin texas,senior engineer,225673,190445,213651,AUSTIN ,Texas,38,8575574,7236910,8118738,209923,no,South
el paso texassenior engineer,el paso texas,senior engineer,225662,135628,91563,EL PASO ,Texas,38,8575156,5153864,3479394,150951,no,South
omaha nebraskasenior engineer,omaha nebraska,senior engineer,225281,139000,215000,OMAHA ,Nebraska,5,1126405,695000,1075000,193093.6667,no,Midwest
salt lake city utahsenior engineer,salt lake city utah,senior engineer,224508,193145,197739,SALT LAKE CITY ,Utah,6,1347048,1158870,1186434,205130.6667,no,West
oklahoma city oklahomasenior engineer,oklahoma city oklahoma,senior engineer,224331,193494,175000, CITY ,Oklahoma,7,1570317,1354458,1225000,197608.3333,no,South
irvine californiasenior engineer,irvine california,senior engineer,224258,196963,180000,IRVINE ,California,55,12334190,10832965,9900000,200407,no,West
santa clara californiachief operating officer,santa clara california,chief operating officer,224237,139644,260000,SANTA CLARA ,California,55,12333035,7680420,14300000,207960.3333,no,West
