locationjob,date,location,job,salary,two_date
british columbiamachine learning engineer,,british columbia,machine learning engineer,"125,156",
atlanta georgiasenior systems engineer,20-Jan-23,atlanta georgia,senior systems engineer,"125,155",
huntsville alabamasenior system engineer,21-May-23,huntsville alabama,senior system engineer,"125,141",
palo alto californiaprincipal cloud engineer,25-May-23,palo alto california,principal cloud engineer,"125,140",
new jerseymachine learning engineer,,new jersey,machine learning engineer,"125,126",
melbourne vicsenior information technology manager,,melbourne vic,senior information technology manager,"125,114",
clearwater floridasenior engineer,,clearwater florida,senior engineer,"125,105",
federal way washingtonchief technology officer,,federal way washington,chief technology officer,"125,101",
sydney nswbusiness intelligence developer,6-Dec-22,sydney nsw,business intelligence developer,"125,098",With two date
long island new yorkfamily nurse practitioner,21-Apr-23,long island new york,family nurse practitioner,"125,098",With two date
australiamachine learning engineer,,australia,machine learning engineer,"125,096",
melbourne vicfullstack developer,11-Jun-23,melbourne vic,fullstack developer,"125,095",
stsenior software developer,4-Apr-23,st,senior software developer,"125,091",
indianapolis indianadirector of information technology,27-May-23,indianapolis indiana,director of information technology,"125,085",
irvine californiabusiness intelligence developer,,irvine california,business intelligence developer,"125,081",
cedar city utahprincipal cloud engineer,4-May-23,cedar city utah,principal cloud engineer,"125,069",With two date
herndon virginiasenior java developer,,herndon virginia,senior java developer,"125,067",
richmond virginiainformation technology manager,,richmond virginia,information technology manager,"125,065",
littleton coloradosenior engineer,,littleton colorado,senior engineer,"125,054",
south carolinachief operating officer,22-Aug-22,south carolina,chief operating officer,"125,052",With two date
dulles virginiasenior software developer,,dulles virginia,senior software developer,"125,051",
houston texas.net developer,17-Oct-22,houston texas,.net developer,"125,047",
tucson arizonasenior software engineer,16-Apr-23,tucson arizona,senior software engineer,"125,042",
virginiasubcontractor,16-May-23,virginia,subcontractor,"125,037",
indianaprincipal technical lead,27-May-23,indiana,principal technical lead,"125,029",
cupertino californiasoftware engineer intern,,cupertino california,software engineer intern,"125,025",
torrance californiasenior java developer,,torrance california,senior java developer,"125,023",
apopka floridasenior system engineer,,apopka florida,senior system engineer,"125,021",
british columbiadirector of information technology,,british columbia,director of information technology,"125,014",
houston texassolutions architect,,houston texas,solutions architect,"125,006",
boulder coloradooptometrist,,boulder colorado,optometrist,"125,000",
manhattan new yorklawyer,,manhattan new york,lawyer,"125,000",
gilbert arizonasystems administrator,7-Jul-20,gilbert arizona,systems administrator,"125,000",
skokie illinoissenior engineer,,skokie illinois,senior engineer,"125,000",
saint petersburg floridamachine learning engineer,,saint petersburg florida,machine learning engineer,"125,000",
wyoming rhode islandios developer,,wyoming rhode island,ios developer,"125,000",
little rock arkansassystems administrator,,little rock arkansas,systems administrator,"125,000",
basalt coloradosoftware manager,,basalt colorado,software manager,"125,000",
somerville massachusettsjava developer,,somerville massachusetts,java developer,"125,000",
newark new jerseyvice president of engineering,25-Apr-23,newark new jersey,vice president of engineering,"124,994",
irvine californiaphysician,24-May-23,irvine california,physician,"124,993",With two date
rochester new yorknurse practitioner,13-Jun-23,rochester new york,nurse practitioner,"124,983",With two date
burlington vermontsoftware engineer,25-Apr-23,burlington vermont,software engineer,"124,970",
kalamazoo michigansenior engineer,26-Apr-23,kalamazoo michigan,senior engineer,"124,964",
olympia washingtonsenior java developer,,olympia washington,senior java developer,"124,958",
vancouver washingtonpsychologist,22-May-23,vancouver washington,psychologist,"124,957",
new zealandsenior software engineer,13-Jun-23,new zealand,senior software engineer,"124,955",
perth washingtonfrontend developer,29-Sep-22,perth washington,frontend developer,"124,953",
indianapolis indianaphysician assistant,12-Jun-23,indianapolis indiana,physician assistant,"124,947",With two date
broomfield coloradosenior java developer,,broomfield colorado,senior java developer,"124,943",
boston massachusettssenior ios developer,,boston massachusetts,senior ios developer,"124,943",
atlanta georgiaprincipal technical lead,27-Apr-23,atlanta georgia,principal technical lead,"124,941",
overland park kansassoftware engineer,26-May-23,overland park kansas,software engineer,"124,939",
herndon virginiaprincipal senior engineer,,herndon virginia,principal senior engineer,"124,936",
albertaeligibility specialist,,alberta,eligibility specialist,"124,935",
virginiamobile developer,23-May-23,virginia,mobile developer,"124,935",
phoenix arizonafamily nurse practitioner,,phoenix arizona,family nurse practitioner,"124,935",
fairfax virginiasenior software engineer,,fairfax virginia,senior software engineer,"124,931",
coloradoveterinarian,13-Jun-23,colorado,veterinarian,"124,930",
new york new yorkinformation technology manager,21-Apr-23,new york new york,information technology manager,"124,922",
sydney nswcloud engineer,26-May-23,sydney nsw,cloud engineer,"124,918",With two date
australiasenior ios developer,27-Apr-23,australia,senior ios developer,"124,909",With two date
memphis tennesseesenior engineering manager,,memphis tennessee,senior engineering manager,"124,900",
north york ontariosenior vice president of engineering,,north york ontario,senior vice president of engineering,"124,900",
baltimore marylandfullstack developer,16-Apr-23,baltimore maryland,fullstack developer,"124,898",
silver spring marylandsenior engineer,,silver spring maryland,senior engineer,"124,894",
auckland city aucklandfullstack developer,26-Apr-23,auckland city auckland,fullstack developer,"124,892",
menomonee falls wisconsindirector of engineering,,menomonee falls wisconsin,director of engineering,"124,891",
californiasoftware manager,14-Jun-23,california,software manager,"124,890",
cambridge ontariosenior java developer,,cambridge ontario,senior java developer,"124,890",
san mateo californiareal estate agent,,san mateo california,real estate agent,"124,888",
san diego californiahospice nurse,27-May-23,san diego california,hospice nurse,"124,881",With two date
west des moines iowasoftware engineering manager,,west des moines iowa,software engineering manager,"124,867",
virginia beach virginiasoftware developer,,virginia beach virginia,software developer,"124,867",
riverside californiainformation technology manager,,riverside california,information technology manager,"124,864",
perth washingtonfullstack developer,27-Sep-22,perth washington,fullstack developer,"124,845",
minneapolis minnesotamachine learning engineer,16-Apr-23,minneapolis minnesota,machine learning engineer,"124,825",
columbus ohiosystems administrator,1-Feb-23,columbus ohio,systems administrator,"124,824",
california marylandsoftware engineer,26-May-23,california maryland,software engineer,"124,819",
littleton coloradonurse practitioner,29-Nov-22,littleton colorado,nurse practitioner,"124,818",
jersey city new jerseymobile developer,,jersey city new jersey,mobile developer,"124,815",
charlotte north carolinasenior security engineer,4-May-23,charlotte north carolina,senior security engineer,"124,809",
rockville marylandsenior engineer,,rockville maryland,senior engineer,"124,801",
carrollton texasprincipal software engineer,,carrollton texas,principal software engineer,"124,800",
redmond washingtonuser experience designer,8-Jun-23,redmond washington,user experience designer,"124,798",
new haven connecticutsenior java developer,,new haven connecticut,senior java developer,"124,792",
richardson texassoftware engineer intern,,richardson texas,software engineer intern,"124,780",
missourisoftware architect,24-May-23,missouri,software architect,"124,770",With two date
bethpage new yorkprincipal software engineer,,bethpage new york,principal software engineer,"124,770",
massachusettsproduct designer,,massachusetts,product designer,"124,760",
white plains new yorksenior engineer,,white plains new york,senior engineer,"124,758",
mainesite reliability engineer,,maine,site reliability engineer,"124,741",
texasios developer,,texas,ios developer,"124,734",
chicago illinoisdevelopment operations engineer,18-Apr-23,chicago illinois,development operations engineer,"124,732",With two date
greensboro north carolinasoftware test engineer,,greensboro north carolina,software test engineer,"124,724",
greensboro north carolinasenior data scientist,,greensboro north carolina,senior data scientist,"124,717",
rochester new yorkjava developer,,rochester new york,java developer,"124,716",
san francisco californialawyer,1-Jun-23,san francisco california,lawyer,"124,714",With two date
detroit michiganveterinarian,,detroit michigan,veterinarian,"124,711",
tulsa oklahomasystems administrator,17-Apr-23,tulsa oklahoma,systems administrator,"124,703",With two date
princeton new jerseydata scientist,27-May-23,princeton new jersey,data scientist,"124,702",
kansas city kansasdata engineer,,kansas city kansas,data engineer,"124,701",
fort collins coloradosenior java developer,,fort collins colorado,senior java developer,"124,694",
stsenior systems administrator,,st,senior systems administrator,"124,678",
oklahoma city oklahomasoftware developer,13-Dec-22,oklahoma city oklahoma,software developer,"124,674",
californiaactuary,13-Jun-23,california,actuary,"124,656",With two date
redwood shores californiasystems administrator,,redwood shores california,systems administrator,"124,646",
connecticutsenior engineering manager,15-Apr-23,connecticut,senior engineering manager,"124,632",
brampton ontariosenior engineer,,brampton ontario,senior engineer,"124,630",
santa clara californiasoftware manager,25-Apr-23,santa clara california,software manager,"124,629",
raleigh north carolinainformation technology manager,,raleigh north carolina,information technology manager,"124,622",
lone tree coloradodata engineer,,lone tree colorado,data engineer,"124,621",
perth washingtonsenior software developer,2-Feb-23,perth washington,senior software developer,"124,611",With two date
boulder coloradoprincipal engineer manager,,boulder colorado,principal engineer manager,"124,602",
melbourne floridasoftware architect,,melbourne florida,software architect,"124,602",
san mateo californiatechnical lead,8-Mar-23,san mateo california,technical lead,"124,601",
greensboro north carolinajava developer,,greensboro north carolina,java developer,"124,601",
orlando floridadirector of information technology,,orlando florida,director of information technology,"124,574",
boulder coloradofullstack developer,,boulder colorado,fullstack developer,"124,565",
baton rouge louisianasoftware architect,,baton rouge louisiana,software architect,"124,553",
south boston massachusettssenior engineer,,south boston massachusetts,senior engineer,"124,551",
manitobasoftware engineering manager,,manitoba,software engineering manager,"124,551",
dublin californiasoftware engineer,,dublin california,software engineer,"124,546",
east pittsburgh pennsylvaniasoftware developer,,east pittsburgh pennsylvania,software developer,"124,544",
tampa floridasurgeon,1-May-23,tampa florida,surgeon,"124,535",With two date
glendale californiasenior engineer,,glendale california,senior engineer,"124,534",
omaha nebraskasite reliability engineer,,omaha nebraska,site reliability engineer,"124,527",
detroit michigancertified public accountant,15-Jun-22,detroit michigan,certified public accountant,"124,521",With two date
orlando floridadata engineer,3-Jun-23,orlando florida,data engineer,"124,520",With two date
